filepaths,labels,data set
Database\train\rectangle\rectangle-1066.jpg,rectangle,train
Database\train\rectangle\rectangle-1067.jpg,rectangle,train
Database\train\rectangle\rectangle-1068.jpg,rectangle,train
Database\train\rectangle\rectangle-1069.jpg,rectangle,train
Database\train\rectangle\rectangle-107.jpg,rectangle,train
Database\train\rectangle\rectangle-1070.jpg,rectangle,train
Database\train\rectangle\rectangle-1071.jpg,rectangle,train
Database\train\rectangle\rectangle-1072.jpg,rectangle,train
Database\train\rectangle\rectangle-1073.jpg,rectangle,train
Database\train\rectangle\rectangle-1074.jpg,rectangle,train
Database\train\rectangle\rectangle-1075.jpg,rectangle,train
Database\train\rectangle\rectangle-1076.jpg,rectangle,train
Database\train\rectangle\rectangle-1077.jpg,rectangle,train
Database\train\rectangle\rectangle-1078.jpg,rectangle,train
Database\train\rectangle\rectangle-1079.jpg,rectangle,train
Database\train\rectangle\rectangle-108.jpg,rectangle,train
Database\train\rectangle\rectangle-1080.jpg,rectangle,train
Database\train\rectangle\rectangle-1081.jpg,rectangle,train
Database\train\rectangle\rectangle-1082.jpg,rectangle,train
Database\train\rectangle\rectangle-1083.jpg,rectangle,train
Database\train\rectangle\rectangle-1084.jpg,rectangle,train
Database\train\rectangle\rectangle-1085.jpg,rectangle,train
Database\train\rectangle\rectangle-1086.jpg,rectangle,train
Database\train\rectangle\rectangle-1087.jpg,rectangle,train
Database\train\rectangle\rectangle-1088.jpg,rectangle,train
Database\train\rectangle\rectangle-1089.jpg,rectangle,train
Database\train\rectangle\rectangle-109.jpg,rectangle,train
Database\train\rectangle\rectangle-1090.jpg,rectangle,train
Database\train\rectangle\rectangle-1091.jpg,rectangle,train
Database\train\rectangle\rectangle-1092.jpg,rectangle,train
Database\train\rectangle\rectangle-1093.jpg,rectangle,train
Database\train\rectangle\rectangle-1094.jpg,rectangle,train
Database\train\rectangle\rectangle-1095.jpg,rectangle,train
Database\train\rectangle\rectangle-1096.jpg,rectangle,train
Database\train\rectangle\rectangle-1097.jpg,rectangle,train
Database\train\rectangle\rectangle-1098.jpg,rectangle,train
Database\train\rectangle\rectangle-1099.jpg,rectangle,train
Database\train\rectangle\rectangle-11.jpg,rectangle,train
Database\train\rectangle\rectangle-110.jpg,rectangle,train
Database\train\rectangle\rectangle-1100.jpg,rectangle,train
Database\train\rectangle\rectangle-1101.jpg,rectangle,train
Database\train\rectangle\rectangle-1102.jpg,rectangle,train
Database\train\rectangle\rectangle-1103.jpg,rectangle,train
Database\train\rectangle\rectangle-1104.jpg,rectangle,train
Database\train\rectangle\rectangle-1105.jpg,rectangle,train
Database\train\rectangle\rectangle-1106.jpg,rectangle,train
Database\train\rectangle\rectangle-1107.jpg,rectangle,train
Database\train\rectangle\rectangle-1108.jpg,rectangle,train
Database\train\rectangle\rectangle-1109.jpg,rectangle,train
Database\train\rectangle\rectangle-111.jpg,rectangle,train
Database\train\rectangle\rectangle-1110.jpg,rectangle,train
Database\train\rectangle\rectangle-1111.jpg,rectangle,train
Database\train\rectangle\rectangle-1112.jpg,rectangle,train
Database\train\rectangle\rectangle-1113.jpg,rectangle,train
Database\train\rectangle\rectangle-1114.jpg,rectangle,train
Database\train\rectangle\rectangle-1115.jpg,rectangle,train
Database\train\rectangle\rectangle-1116.jpg,rectangle,train
Database\train\rectangle\rectangle-1117.jpg,rectangle,train
Database\train\rectangle\rectangle-1118.jpg,rectangle,train
Database\train\rectangle\rectangle-1119.jpg,rectangle,train
Database\train\rectangle\rectangle-112.jpg,rectangle,train
Database\train\rectangle\rectangle-1120.jpg,rectangle,train
Database\train\rectangle\rectangle-1121.jpg,rectangle,train
Database\train\rectangle\rectangle-1122.jpg,rectangle,train
Database\train\rectangle\rectangle-1123.jpg,rectangle,train
Database\train\rectangle\rectangle-1124.jpg,rectangle,train
Database\train\rectangle\rectangle-1125.jpg,rectangle,train
Database\train\rectangle\rectangle-1126.jpg,rectangle,train
Database\train\rectangle\rectangle-1127.jpg,rectangle,train
Database\train\rectangle\rectangle-1128.jpg,rectangle,train
Database\train\rectangle\rectangle-1129.jpg,rectangle,train
Database\train\rectangle\rectangle-113.jpg,rectangle,train
Database\train\rectangle\rectangle-1130.jpg,rectangle,train
Database\train\rectangle\rectangle-1131.jpg,rectangle,train
Database\train\rectangle\rectangle-1132.jpg,rectangle,train
Database\train\rectangle\rectangle-1133.jpg,rectangle,train
Database\train\rectangle\rectangle-1134.jpg,rectangle,train
Database\train\rectangle\rectangle-1135.jpg,rectangle,train
Database\train\rectangle\rectangle-1136.jpg,rectangle,train
Database\train\rectangle\rectangle-1137.jpg,rectangle,train
Database\train\rectangle\rectangle-1138.jpg,rectangle,train
Database\train\rectangle\rectangle-1139.jpg,rectangle,train
Database\train\rectangle\rectangle-114.jpg,rectangle,train
Database\train\rectangle\rectangle-1140.jpg,rectangle,train
Database\train\rectangle\rectangle-1141.jpg,rectangle,train
Database\train\rectangle\rectangle-1142.jpg,rectangle,train
Database\train\rectangle\rectangle-1143.jpg,rectangle,train
Database\train\rectangle\rectangle-1144.jpg,rectangle,train
Database\train\rectangle\rectangle-1145.jpg,rectangle,train
Database\train\rectangle\rectangle-1146.jpg,rectangle,train
Database\train\rectangle\rectangle-1147.jpg,rectangle,train
Database\train\rectangle\rectangle-1148.jpg,rectangle,train
Database\train\rectangle\rectangle-1149.jpg,rectangle,train
Database\train\rectangle\rectangle-115.jpg,rectangle,train
Database\train\rectangle\rectangle-1150.jpg,rectangle,train
Database\train\rectangle\rectangle-1151.jpg,rectangle,train
Database\train\rectangle\rectangle-1152.jpg,rectangle,train
Database\train\rectangle\rectangle-1153.jpg,rectangle,train
Database\train\rectangle\rectangle-1154.jpg,rectangle,train
Database\train\rectangle\rectangle-1155.jpg,rectangle,train
Database\train\rectangle\rectangle-1156.jpg,rectangle,train
Database\train\rectangle\rectangle-1157.jpg,rectangle,train
Database\train\rectangle\rectangle-1158.jpg,rectangle,train
Database\train\rectangle\rectangle-1159.jpg,rectangle,train
Database\train\rectangle\rectangle-116.jpg,rectangle,train
Database\train\rectangle\rectangle-1160.jpg,rectangle,train
Database\train\rectangle\rectangle-1161.jpg,rectangle,train
Database\train\rectangle\rectangle-1162.jpg,rectangle,train
Database\train\rectangle\rectangle-1163.jpg,rectangle,train
Database\train\rectangle\rectangle-1164.jpg,rectangle,train
Database\train\rectangle\rectangle-1165.jpg,rectangle,train
Database\train\rectangle\rectangle-1166.jpg,rectangle,train
Database\train\rectangle\rectangle-1167.jpg,rectangle,train
Database\train\rectangle\rectangle-1168.jpg,rectangle,train
Database\train\rectangle\rectangle-1169.jpg,rectangle,train
Database\train\rectangle\rectangle-117.jpg,rectangle,train
Database\train\rectangle\rectangle-1170.jpg,rectangle,train
Database\train\rectangle\rectangle-1171.jpg,rectangle,train
Database\train\rectangle\rectangle-1172.jpg,rectangle,train
Database\train\rectangle\rectangle-1173.jpg,rectangle,train
Database\train\rectangle\rectangle-1174.jpg,rectangle,train
Database\train\rectangle\rectangle-1175.jpg,rectangle,train
Database\train\rectangle\rectangle-1176.jpg,rectangle,train
Database\train\rectangle\rectangle-1177.jpg,rectangle,train
Database\train\rectangle\rectangle-1178.jpg,rectangle,train
Database\train\rectangle\rectangle-1179.jpg,rectangle,train
Database\train\rectangle\rectangle-118.jpg,rectangle,train
Database\train\rectangle\rectangle-1180.jpg,rectangle,train
Database\train\rectangle\rectangle-1181.jpg,rectangle,train
Database\train\rectangle\rectangle-1182.jpg,rectangle,train
Database\train\rectangle\rectangle-1183.jpg,rectangle,train
Database\train\rectangle\rectangle-1184.jpg,rectangle,train
Database\train\rectangle\rectangle-1185.jpg,rectangle,train
Database\train\rectangle\rectangle-1186.jpg,rectangle,train
Database\train\rectangle\rectangle-1187.jpg,rectangle,train
Database\train\rectangle\rectangle-1188.jpg,rectangle,train
Database\train\rectangle\rectangle-1189.jpg,rectangle,train
Database\train\rectangle\rectangle-119.jpg,rectangle,train
Database\train\rectangle\rectangle-1190.jpg,rectangle,train
Database\train\rectangle\rectangle-1191.jpg,rectangle,train
Database\train\rectangle\rectangle-1192.jpg,rectangle,train
Database\train\rectangle\rectangle-1193.jpg,rectangle,train
Database\train\rectangle\rectangle-1194.jpg,rectangle,train
Database\train\rectangle\rectangle-1195.jpg,rectangle,train
Database\train\rectangle\rectangle-1196.jpg,rectangle,train
Database\train\rectangle\rectangle-1197.jpg,rectangle,train
Database\train\rectangle\rectangle-1198.jpg,rectangle,train
Database\train\rectangle\rectangle-1199.jpg,rectangle,train
Database\train\rectangle\rectangle-12.jpg,rectangle,train
Database\train\rectangle\rectangle-120.jpg,rectangle,train
Database\train\rectangle\rectangle-1200.jpg,rectangle,train
Database\train\rectangle\rectangle-1201.jpg,rectangle,train
Database\train\rectangle\rectangle-1202.jpg,rectangle,train
Database\train\rectangle\rectangle-1203.jpg,rectangle,train
Database\train\rectangle\rectangle-1204.jpg,rectangle,train
Database\train\rectangle\rectangle-1205.jpg,rectangle,train
Database\train\rectangle\rectangle-1206.jpg,rectangle,train
Database\train\rectangle\rectangle-1207.jpg,rectangle,train
Database\train\rectangle\rectangle-1208.jpg,rectangle,train
Database\train\rectangle\rectangle-1209.jpg,rectangle,train
Database\train\rectangle\rectangle-121.jpg,rectangle,train
Database\train\rectangle\rectangle-1210.jpg,rectangle,train
Database\train\rectangle\rectangle-1211.jpg,rectangle,train
Database\train\rectangle\rectangle-1212.jpg,rectangle,train
Database\train\rectangle\rectangle-1213.jpg,rectangle,train
Database\train\rectangle\rectangle-1214.jpg,rectangle,train
Database\train\rectangle\rectangle-1215.jpg,rectangle,train
Database\train\rectangle\rectangle-1216.jpg,rectangle,train
Database\train\rectangle\rectangle-1217.jpg,rectangle,train
Database\train\rectangle\rectangle-1218.jpg,rectangle,train
Database\train\rectangle\rectangle-1219.jpg,rectangle,train
Database\train\rectangle\rectangle-122.jpg,rectangle,train
Database\train\rectangle\rectangle-1220.jpg,rectangle,train
Database\train\rectangle\rectangle-1221.jpg,rectangle,train
Database\train\rectangle\rectangle-1222.jpg,rectangle,train
Database\train\rectangle\rectangle-1223.jpg,rectangle,train
Database\train\rectangle\rectangle-1224.jpg,rectangle,train
Database\train\rectangle\rectangle-1225.jpg,rectangle,train
Database\train\rectangle\rectangle-1226.jpg,rectangle,train
Database\train\rectangle\rectangle-1227.jpg,rectangle,train
Database\train\rectangle\rectangle-1228.jpg,rectangle,train
Database\train\rectangle\rectangle-1229.jpg,rectangle,train
Database\train\rectangle\rectangle-123.jpg,rectangle,train
Database\train\rectangle\rectangle-1230.jpg,rectangle,train
Database\train\rectangle\rectangle-1231.jpg,rectangle,train
Database\train\rectangle\rectangle-1232.jpg,rectangle,train
Database\train\rectangle\rectangle-1233.jpg,rectangle,train
Database\train\rectangle\rectangle-1234.jpg,rectangle,train
Database\train\rectangle\rectangle-1235.jpg,rectangle,train
Database\train\rectangle\rectangle-1236.jpg,rectangle,train
Database\train\rectangle\rectangle-1237.jpg,rectangle,train
Database\train\rectangle\rectangle-1238.jpg,rectangle,train
Database\train\rectangle\rectangle-1239.jpg,rectangle,train
Database\train\rectangle\rectangle-124.jpg,rectangle,train
Database\train\rectangle\rectangle-1240.jpg,rectangle,train
Database\train\rectangle\rectangle-1241.jpg,rectangle,train
Database\train\rectangle\rectangle-1242.jpg,rectangle,train
Database\train\rectangle\rectangle-1243.jpg,rectangle,train
Database\train\rectangle\rectangle-1244.jpg,rectangle,train
Database\train\rectangle\rectangle-1245.jpg,rectangle,train
Database\train\rectangle\rectangle-1246.jpg,rectangle,train
Database\train\rectangle\rectangle-1247.jpg,rectangle,train
Database\train\rectangle\rectangle-1248.jpg,rectangle,train
Database\train\rectangle\rectangle-1249.jpg,rectangle,train
Database\train\rectangle\rectangle-125.jpg,rectangle,train
Database\train\rectangle\rectangle-1250.jpg,rectangle,train
Database\train\rectangle\rectangle-1251.jpg,rectangle,train
Database\train\rectangle\rectangle-1252.jpg,rectangle,train
Database\train\rectangle\rectangle-1253.jpg,rectangle,train
Database\train\rectangle\rectangle-1254.jpg,rectangle,train
Database\train\rectangle\rectangle-1255.jpg,rectangle,train
Database\train\rectangle\rectangle-1256.jpg,rectangle,train
Database\train\rectangle\rectangle-1257.jpg,rectangle,train
Database\train\rectangle\rectangle-1258.jpg,rectangle,train
Database\train\rectangle\rectangle-1259.jpg,rectangle,train
Database\train\rectangle\rectangle-126.jpg,rectangle,train
Database\train\rectangle\rectangle-1260.jpg,rectangle,train
Database\train\rectangle\rectangle-1261.jpg,rectangle,train
Database\train\rectangle\rectangle-1262.jpg,rectangle,train
Database\train\rectangle\rectangle-1263.jpg,rectangle,train
Database\train\rectangle\rectangle-1264.jpg,rectangle,train
Database\train\rectangle\rectangle-1265.jpg,rectangle,train
Database\train\rectangle\rectangle-1266.jpg,rectangle,train
Database\train\rectangle\rectangle-1267.jpg,rectangle,train
Database\train\rectangle\rectangle-1268.jpg,rectangle,train
Database\train\rectangle\rectangle-1269.jpg,rectangle,train
